issue,polviews,verb_ab,id,quest,answer,arg,counter_arg,exposure,belief_before,belief_now
polmurdr,liberal,high,110,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1,3|4,0,30,30
polmurdr,liberal,high,611,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6,6,0,20,5
polmurdr,liberal,high,166,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,2|0|1|4|7,2,1,90,60
polmurdr,liberal,high,955,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|0,5|3,0,50,20
polmurdr,liberal,high,925,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6,3,0,30,70
polmurdr,liberal,high,545,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|0|1,5,0,60,50
polmurdr,liberal,high,536,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|6|0,3,1,70,30
polmurdr,liberal,high,114,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|6|0|4,5,1,10,10
polmurdr,liberal,high,89,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|0|3|8,2|7|8,1,50,50
pornlaw,liberal,high,924,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,6|4,0,4,4
pornlaw,liberal,high,678,Consider your feelings about pornography laws. Do you think it should be illegal?,0,8,4,0,25,5
pornlaw,liberal,high,263,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,30,10
pornlaw,liberal,high,785,Consider your feelings about pornography laws. Do you think it should be illegal?,0,7|5,0|3|4,1,75,55
pornlaw,liberal,high,611,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,90,20
pornlaw,liberal,high,54,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4|0,1,37,32
pornlaw,liberal,high,831,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5|7,4,0,30,10
pornlaw,liberal,high,839,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5|1|7|0,3|1|7|4|2,0,75,30
pornlaw,liberal,high,501,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,29,42
pornlaw,liberal,high,151,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,65,25
pornlaw,liberal,high,473,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,50,30
pornlaw,liberal,high,915,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,3|4|0,0,40,50
pornlaw,liberal,high,247,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,3,0,40,20
pornlaw,liberal,high,483,Consider your feelings about pornography laws. Do you think it should be illegal?,0,7|5|1,4|3,1,65,20
pornlaw,liberal,high,273,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,1,30,30
pornlaw,liberal,high,709,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,10,5
pornlaw,liberal,high,65,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5|8,4,0,90,30
pornlaw,liberal,high,347,Consider your feelings about pornography laws. Do you think it should be illegal?,1,0,5,0,60,45
pornlaw,liberal,high,877,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5|1,0|4,1,50,25
pornlaw,liberal,high,166,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5|1|7,2|3|0|4|6,0,20,10
pornlaw,liberal,high,925,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,4,0,50,50
pornlaw,liberal,high,89,Consider your feelings about pornography laws. Do you think it should be illegal?,0,1|5|7,3|2|0|4,0,40,20
pornlaw,liberal,high,788,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5|7,1|4,0,65,35
pornlaw,liberal,high,906,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,3|4|0,0,30,26
pornlaw,liberal,high,20,Consider your feelings about pornography laws. Do you think it should be illegal?,1,4,4,0,25,75
pornlaw,liberal,high,114,Consider your feelings about pornography laws. Do you think it should be illegal?,1,4,5,0,35,20
pornlaw,liberal,high,414,Consider your feelings about pornography laws. Do you think it should be illegal?,0,7,1,0,35,5
pornlaw,liberal,high,536,Consider your feelings about pornography laws. Do you think it should be illegal?,1,4,5,1,90,60
pornlaw,liberal,high,29,Consider your feelings about pornography laws. Do you think it should be illegal?,0,5,0|6|4,1,35,35
pornlaw,liberal,high,803,Consider your feelings about pornography laws. Do you think it should be illegal?,0,7|1|5,4,0,42,60
premarsx,liberal,high,831,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1|5,4,0,50,5
premarsx,liberal,high,247,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5|7,4,0,70,30
premarsx,liberal,high,955,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1|5,4|5,0,65,15
premarsx,liberal,high,350,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,1,4,5,0,95,25
premarsx,liberal,high,166,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4|0|3,0,60,15
premarsx,liberal,high,906,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4,0,29,25
premarsx,liberal,high,209,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5|7,3,0,40,60
premarsx,liberal,high,411,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4|0,0,50,50
premarsx,liberal,high,115,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4,1,40,15
premarsx,liberal,high,114,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,1,4,5,0,30,10
premarsx,liberal,high,734,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5|7,2|4,0,30,15
premarsx,liberal,high,847,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,8,4|8,0,50,5
premarsx,liberal,high,785,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,0|7|5,3|0|4,1,50,33
premarsx,liberal,high,788,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1,4,0,65,25
premarsx,liberal,high,89,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,7|0|5|1,2|3|0|4,0,70,85
premarsx,liberal,high,29,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1|5,4|3,0,20,20
premarsx,liberal,high,924,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5|1|0,3,0,25,15
premarsx,liberal,high,273,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1|5,4|3,1,20,60
premarsx,liberal,high,347,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,5,0,20,10
premarsx,liberal,high,358,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4|3,0,75,33
premarsx,liberal,high,443,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,8,3|4,0,75,25
premarsx,liberal,high,473,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4,0,65,35
premarsx,liberal,high,483,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1|7|5,2|4,1,75,35
premarsx,liberal,high,877,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,1|5,4,1,50,30
premarsx,liberal,high,54,There's been a lot of discussion about the way morals and attitudes about sex are changing in this country. If a man and woman have sex relations before marriage -- do you think it is wrong?,0,5,4|3,0,58,47
